age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
42,technician,married,secondary,no,613,yes,no,cellular,11,432,2,-1,0,unknown,no
46,management,married,tertiary,no,385,yes,no,unknown,29,52,4,-1,0,unknown,no
41,blue-collar,married,secondary,no,1885,yes,no,cellular,7,158,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,263,no,no,cellular,11,143,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1797,yes,yes,unknown,20,185,2,-1,0,unknown,no
30,student,single,secondary,no,5836,no,no,cellular,27,165,2,-1,0,unknown,no
32,management,married,tertiary,no,958,yes,no,telephone,17,151,1,-1,0,unknown,no
35,blue-collar,single,primary,no,1772,no,no,unknown,20,19,7,-1,0,unknown,no
37,blue-collar,married,primary,no,5643,yes,no,unknown,21,295,1,-1,0,unknown,no
36,technician,married,tertiary,no,844,yes,yes,cellular,25,129,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,188,yes,yes,cellular,21,46,1,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,no,cellular,19,644,4,-1,0,unknown,yes
48,blue-collar,married,secondary,no,2697,yes,yes,cellular,21,82,1,179,5,failure,no
52,technician,married,secondary,no,-240,no,no,cellular,19,392,3,-1,0,unknown,no
35,services,married,secondary,no,152,yes,no,unknown,2,563,1,-1,0,unknown,yes
54,management,married,secondary,no,1660,no,no,cellular,20,337,3,-1,0,unknown,no
44,management,married,tertiary,no,1850,yes,no,cellular,6,274,1,-1,0,unknown,no
49,admin.,divorced,secondary,no,1697,no,yes,cellular,29,184,4,-1,0,unknown,no
50,technician,divorced,secondary,no,376,no,no,cellular,27,142,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,1319,no,no,telephone,30,37,2,-1,0,unknown,no
39,blue-collar,married,primary,no,-388,yes,no,unknown,29,691,1,-1,0,unknown,no
40,management,single,tertiary,no,0,yes,no,cellular,23,228,2,182,6,failure,yes
38,self-employed,married,secondary,no,581,yes,no,cellular,4,281,5,-1,0,unknown,no
52,admin.,married,secondary,no,347,no,no,cellular,11,217,2,-1,0,unknown,no
58,blue-collar,divorced,primary,no,2246,yes,no,cellular,14,294,2,-1,0,unknown,no
30,management,married,tertiary,no,112,yes,no,cellular,29,464,2,258,1,other,no
30,management,single,tertiary,no,6164,yes,no,unknown,27,152,11,-1,0,unknown,no
41,blue-collar,divorced,unknown,no,19,no,yes,cellular,8,514,5,-1,0,unknown,no
50,unemployed,single,secondary,no,2668,no,no,telephone,17,1606,1,-1,0,unknown,no
32,self-employed,married,secondary,no,-33,yes,no,cellular,18,158,1,355,3,failure,no
44,services,divorced,secondary,no,35,yes,no,cellular,16,184,2,-1,0,unknown,no
47,blue-collar,married,primary,no,209,no,no,cellular,27,77,6,-1,0,unknown,no
52,housemaid,single,tertiary,no,0,no,no,unknown,6,431,2,-1,0,unknown,no
52,admin.,married,unknown,no,635,no,no,cellular,7,228,4,-1,0,unknown,no
57,housemaid,married,primary,no,1870,no,no,unknown,17,129,1,-1,0,unknown,no
42,services,divorced,secondary,no,372,yes,yes,unknown,6,121,2,-1,0,unknown,no
59,retired,married,tertiary,no,0,no,no,cellular,26,94,2,-1,0,unknown,no
77,retired,married,secondary,no,638,no,no,cellular,7,453,1,-1,0,unknown,yes
42,blue-collar,married,primary,no,517,yes,no,cellular,31,101,7,-1,0,unknown,no
55,technician,married,tertiary,no,1097,yes,no,cellular,7,191,4,-1,0,unknown,no
59,blue-collar,married,unknown,no,139,no,no,unknown,5,153,1,-1,0,unknown,no
53,admin.,married,secondary,no,459,no,no,cellular,14,317,6,192,1,success,no
30,technician,single,secondary,no,782,yes,yes,cellular,20,462,4,-1,0,unknown,no
55,technician,married,primary,no,1498,no,yes,unknown,17,345,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,0,yes,yes,cellular,14,17,7,-1,0,unknown,no
35,management,married,tertiary,no,820,yes,no,unknown,8,287,4,-1,0,unknown,no
32,admin.,married,secondary,no,167,yes,no,cellular,30,103,6,-1,0,unknown,no
32,admin.,married,secondary,no,1604,no,yes,cellular,7,625,1,-1,0,unknown,yes
54,self-employed,divorced,tertiary,no,0,yes,yes,cellular,29,309,3,-1,0,unknown,no
41,technician,married,secondary,no,2123,no,no,cellular,18,232,1,102,2,failure,no
25,services,single,secondary,no,0,yes,no,cellular,7,282,1,-1,0,unknown,no
36,technician,married,tertiary,no,71,no,no,cellular,19,587,2,-1,0,unknown,no
34,management,divorced,tertiary,no,5754,yes,no,cellular,18,32,1,181,1,failure,no
37,technician,single,secondary,no,864,yes,no,unknown,30,171,1,-1,0,unknown,no
30,entrepreneur,single,primary,no,0,yes,yes,unknown,27,1051,1,-1,0,unknown,yes
45,admin.,married,secondary,no,0,yes,no,cellular,18,108,5,-1,0,unknown,no
45,management,married,tertiary,no,409,no,no,unknown,11,144,1,-1,0,unknown,no
40,admin.,married,secondary,no,4775,no,no,cellular,15,215,1,-1,0,unknown,yes
50,admin.,married,secondary,no,1431,no,no,cellular,20,112,4,-1,0,unknown,no
39,unemployed,single,tertiary,no,7,yes,no,cellular,20,931,4,-1,0,unknown,yes
30,technician,married,tertiary,no,702,no,yes,cellular,31,40,29,-1,0,unknown,no
42,management,married,tertiary,no,1773,no,no,cellular,9,311,1,336,1,failure,no
54,management,married,tertiary,no,0,no,yes,cellular,19,307,3,-1,0,unknown,no
42,admin.,married,secondary,no,445,yes,no,unknown,7,202,2,-1,0,unknown,no
46,services,married,secondary,no,311,yes,yes,cellular,15,232,3,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,unknown,17,187,2,-1,0,unknown,no
32,blue-collar,married,primary,no,494,yes,no,unknown,26,252,2,-1,0,unknown,no
34,services,married,secondary,no,0,no,no,cellular,7,160,3,-1,0,unknown,no
28,admin.,married,secondary,yes,105,no,no,cellular,16,130,1,-1,0,unknown,no
52,retired,married,primary,no,537,no,no,unknown,9,85,1,-1,0,unknown,no
47,admin.,married,secondary,no,298,yes,no,cellular,11,183,1,-1,0,unknown,no
36,student,single,secondary,no,409,yes,no,unknown,12,72,1,-1,0,unknown,no
25,blue-collar,single,primary,no,-221,yes,no,unknown,23,250,1,-1,0,unknown,no
56,services,married,secondary,no,1860,yes,no,unknown,20,129,5,-1,0,unknown,no
53,technician,married,secondary,no,10185,no,no,cellular,23,115,1,-1,0,unknown,yes
77,retired,divorced,secondary,no,3417,no,no,cellular,12,134,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,594,no,no,telephone,29,178,2,-1,0,unknown,no
25,services,married,secondary,no,1078,no,no,telephone,21,218,2,-1,0,unknown,no
35,management,married,tertiary,no,495,no,no,cellular,2,282,1,-1,0,unknown,no
34,technician,single,tertiary,no,19,no,no,cellular,20,345,3,-1,0,unknown,no
39,services,single,secondary,no,-189,yes,no,unknown,30,76,9,-1,0,unknown,no
33,technician,married,tertiary,no,1699,no,no,cellular,6,178,2,94,1,success,yes
50,blue-collar,married,secondary,no,1553,yes,no,cellular,31,53,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,258,yes,no,cellular,8,191,1,-1,0,unknown,no
33,admin.,married,secondary,no,730,yes,no,unknown,20,70,1,-1,0,unknown,no
34,services,married,secondary,no,2048,yes,no,cellular,19,307,2,-1,0,unknown,no
42,self-employed,married,secondary,no,13242,no,no,unknown,9,149,1,-1,0,unknown,no
54,blue-collar,married,primary,no,1357,yes,yes,cellular,5,305,5,349,7,other,no
46,blue-collar,married,secondary,no,1685,yes,no,cellular,29,203,2,-1,0,unknown,no
47,technician,married,primary,no,12531,yes,no,unknown,30,888,3,-1,0,unknown,no
52,retired,divorced,secondary,no,280,no,no,unknown,20,8,12,-1,0,unknown,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,652,1,370,4,other,no
55,services,divorced,secondary,no,2166,yes,no,unknown,28,23,17,-1,0,unknown,no
53,technician,married,secondary,no,428,no,no,cellular,19,609,4,-1,0,unknown,no
31,admin.,married,secondary,no,212,yes,no,cellular,18,191,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,80,yes,yes,cellular,5,234,1,165,4,failure,no
27,services,single,secondary,no,3791,yes,no,unknown,28,231,1,-1,0,unknown,no
45,management,single,tertiary,no,1269,no,no,unknown,20,55,7,-1,0,unknown,no
38,blue-collar,married,secondary,no,526,yes,no,unknown,20,919,2,-1,0,unknown,no
60,management,married,tertiary,no,371,no,yes,cellular,11,102,8,-1,0,unknown,no
58,management,single,unknown,no,127,yes,no,unknown,9,244,5,-1,0,unknown,no
38,blue-collar,married,secondary,no,137,no,no,cellular,10,624,1,-1,0,unknown,no
46,management,married,primary,no,3229,yes,no,cellular,20,1550,1,-1,0,unknown,yes
30,unemployed,single,secondary,no,0,yes,no,cellular,16,137,1,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,telephone,4,33,7,-1,0,unknown,no
34,blue-collar,married,secondary,no,2,yes,no,cellular,12,6,5,-1,0,unknown,no
38,management,single,tertiary,no,3141,no,no,cellular,9,347,4,189,2,success,yes
36,technician,married,secondary,no,300,no,no,unknown,9,287,1,-1,0,unknown,no
40,admin.,single,tertiary,no,27,no,no,cellular,20,467,2,-1,0,unknown,yes
44,management,divorced,tertiary,no,-710,yes,no,cellular,10,183,1,-1,0,unknown,no
30,technician,single,tertiary,no,2784,no,no,cellular,20,808,3,-1,0,unknown,no
39,admin.,single,secondary,no,782,yes,no,cellular,20,162,3,-1,0,unknown,no
38,technician,married,secondary,no,63,no,no,cellular,20,320,4,-1,0,unknown,no
45,self-employed,married,secondary,no,1113,yes,no,unknown,16,67,2,-1,0,unknown,no
40,management,married,secondary,no,99,no,no,cellular,9,15,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,33,yes,no,unknown,9,557,1,-1,0,unknown,no
32,admin.,single,tertiary,no,211,no,no,cellular,28,56,7,-1,0,unknown,no
32,blue-collar,married,primary,no,1261,yes,no,cellular,21,104,1,182,1,failure,no
42,blue-collar,married,primary,no,666,yes,no,unknown,15,202,3,-1,0,unknown,no
29,management,married,tertiary,no,205,no,no,cellular,4,787,1,-1,0,unknown,yes
39,admin.,married,secondary,yes,-104,yes,no,cellular,28,290,2,-1,0,unknown,no
36,technician,single,secondary,no,634,yes,no,cellular,6,281,2,250,2,failure,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,2,245,1,-1,0,unknown,no
48,admin.,married,secondary,no,306,no,yes,unknown,17,314,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,149,1,364,2,failure,no
39,blue-collar,married,secondary,no,535,yes,no,cellular,20,89,3,-1,0,unknown,no
56,admin.,divorced,secondary,no,778,yes,no,unknown,6,149,2,-1,0,unknown,no
60,admin.,married,secondary,no,1914,yes,no,cellular,20,65,1,287,3,failure,no
44,technician,divorced,secondary,no,414,yes,yes,unknown,6,81,2,-1,0,unknown,no
36,blue-collar,married,unknown,no,3783,no,no,unknown,9,113,1,-1,0,unknown,no
40,services,married,secondary,no,376,yes,yes,unknown,11,268,2,-1,0,unknown,no
29,unemployed,married,secondary,no,-25,yes,no,cellular,17,143,1,-1,0,unknown,no
45,management,married,tertiary,no,1363,yes,no,unknown,15,657,5,-1,0,unknown,no
47,blue-collar,married,secondary,no,812,yes,no,unknown,29,68,1,-1,0,unknown,no
52,management,married,tertiary,no,4504,yes,no,cellular,17,268,2,-1,0,unknown,no
39,technician,married,secondary,no,484,no,yes,cellular,18,61,1,113,3,other,no
35,blue-collar,married,secondary,no,365,yes,yes,cellular,20,63,2,-1,0,unknown,no
53,retired,married,secondary,no,1296,yes,no,unknown,17,115,1,-1,0,unknown,no
55,retired,married,secondary,no,529,yes,no,cellular,5,33,4,8,3,other,no
37,management,single,tertiary,no,146,yes,no,cellular,17,135,1,336,3,failure,no
62,management,married,tertiary,no,10373,no,no,cellular,12,344,3,-1,0,unknown,no
49,services,married,secondary,no,884,yes,no,telephone,8,201,3,-1,0,unknown,no
41,management,married,secondary,no,71,yes,no,cellular,17,64,1,-1,0,unknown,no
34,student,single,unknown,no,1011,no,no,cellular,1,253,1,-1,0,unknown,yes
57,management,married,tertiary,no,-871,no,no,unknown,20,214,10,-1,0,unknown,no
52,technician,married,secondary,no,1423,no,no,telephone,4,384,1,91,1,other,no
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,329,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,863,yes,yes,telephone,8,101,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,90,2,232,1,failure,no
34,blue-collar,married,secondary,no,362,yes,no,cellular,15,151,1,-1,0,unknown,no
34,blue-collar,married,primary,no,571,yes,no,unknown,23,202,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,1078,yes,yes,cellular,15,41,1,-1,0,unknown,no
43,admin.,married,secondary,no,672,yes,no,unknown,20,14,6,-1,0,unknown,no
31,technician,single,secondary,no,218,no,no,cellular,26,267,4,-1,0,unknown,no
44,technician,married,unknown,no,1127,yes,no,unknown,19,118,4,-1,0,unknown,no
34,services,married,secondary,no,29,yes,no,cellular,15,387,5,-1,0,unknown,no
24,self-employed,single,tertiary,no,2984,yes,no,unknown,27,935,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,245,yes,no,cellular,14,437,2,370,8,other,no
40,blue-collar,single,primary,no,366,yes,yes,cellular,28,168,2,205,1,failure,no
43,technician,single,secondary,no,4990,yes,no,cellular,7,58,1,228,10,failure,no
33,blue-collar,married,secondary,no,215,no,no,cellular,15,166,1,-1,0,unknown,no
37,admin.,single,tertiary,no,3954,yes,no,cellular,12,87,1,117,2,failure,no
26,management,single,tertiary,no,155,yes,no,cellular,27,74,4,43,5,other,no
31,services,married,secondary,no,1783,yes,yes,cellular,6,219,1,-1,0,unknown,no
27,admin.,married,secondary,no,0,yes,no,cellular,6,837,1,-1,0,unknown,yes
37,services,single,secondary,no,62,yes,no,cellular,28,252,2,268,2,failure,no
51,retired,single,tertiary,no,730,yes,no,unknown,18,287,2,-1,0,unknown,no
39,technician,married,tertiary,no,94,no,no,cellular,7,70,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,121,yes,yes,cellular,9,80,2,-1,0,unknown,no
60,retired,married,secondary,yes,15,no,no,unknown,6,80,1,-1,0,unknown,no
39,blue-collar,married,primary,no,976,yes,no,cellular,30,80,1,2,2,other,no
35,management,married,tertiary,no,94,yes,no,unknown,17,108,1,-1,0,unknown,no
27,blue-collar,single,primary,no,1,yes,no,cellular,28,120,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,227,yes,yes,cellular,29,124,3,-1,0,unknown,no
46,services,married,primary,no,116,yes,no,cellular,18,267,4,341,3,failure,no
35,management,single,tertiary,no,75,no,no,cellular,21,122,5,-1,0,unknown,no
46,technician,divorced,secondary,no,387,yes,yes,cellular,3,298,1,-1,0,unknown,no
42,management,single,tertiary,no,759,no,yes,cellular,28,105,6,-1,0,unknown,no
31,admin.,married,secondary,no,307,yes,no,unknown,9,538,1,-1,0,unknown,yes
50,unemployed,married,secondary,no,525,yes,no,telephone,18,177,2,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,205,2,-1,0,unknown,no
43,blue-collar,married,primary,no,188,yes,no,cellular,12,58,3,347,5,failure,no
63,retired,married,secondary,no,1612,no,no,cellular,19,399,2,183,2,success,no
47,unemployed,single,primary,no,289,no,no,cellular,5,210,1,-1,0,unknown,no
34,blue-collar,married,primary,no,-20,yes,no,unknown,2,920,2,-1,0,unknown,no
49,technician,married,secondary,no,905,no,no,cellular,12,90,1,68,1,success,no
41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,135,1,-1,0,unknown,yes
69,retired,divorced,tertiary,no,247,no,no,cellular,22,138,2,-1,0,unknown,yes
42,services,married,secondary,no,3236,no,no,unknown,18,521,11,-1,0,unknown,no
29,blue-collar,married,secondary,no,37,yes,no,cellular,11,138,3,353,1,other,no
33,self-employed,married,tertiary,no,631,no,no,cellular,20,51,2,-1,0,unknown,no
35,blue-collar,married,primary,no,300,yes,no,unknown,4,81,1,-1,0,unknown,no
31,housemaid,single,tertiary,no,2017,yes,no,cellular,28,167,1,286,5,failure,no
36,management,married,tertiary,no,3839,no,no,cellular,19,146,1,-1,0,unknown,no
53,services,married,secondary,no,139,yes,no,cellular,19,28,17,-1,0,unknown,no
46,management,married,tertiary,no,99,yes,no,cellular,23,569,1,-1,0,unknown,no
45,technician,married,secondary,no,3944,yes,no,cellular,18,141,1,-1,0,unknown,no
24,technician,single,tertiary,no,777,yes,no,unknown,8,131,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,28,no,yes,cellular,4,215,1,222,1,other,no
32,management,divorced,tertiary,no,4393,no,no,cellular,27,88,3,-1,0,unknown,no
36,services,married,secondary,no,338,no,no,unknown,14,90,1,-1,0,unknown,no
58,management,married,primary,no,0,no,no,unknown,12,77,6,-1,0,unknown,no
32,services,single,secondary,no,481,yes,no,cellular,13,150,3,174,4,failure,no
48,services,married,primary,no,337,no,no,cellular,25,770,12,-1,0,unknown,no
43,technician,divorced,unknown,no,4389,no,no,cellular,8,618,1,-1,0,unknown,yes
31,technician,married,tertiary,no,0,yes,no,unknown,4,67,2,-1,0,unknown,no
42,management,married,tertiary,no,2665,yes,no,cellular,4,280,2,126,11,failure,yes
33,management,divorced,tertiary,no,312,yes,yes,cellular,13,23,1,359,3,failure,no
30,technician,single,tertiary,no,53,no,no,cellular,29,375,1,-1,0,unknown,yes
31,services,married,secondary,no,395,no,no,cellular,25,174,3,-1,0,unknown,no
60,retired,married,secondary,no,1390,no,yes,unknown,13,58,2,-1,0,unknown,no
57,admin.,married,primary,no,202,yes,no,cellular,20,207,1,346,2,failure,no
57,retired,married,secondary,no,168,no,no,cellular,7,342,1,-1,0,unknown,yes
48,technician,married,primary,no,4656,no,no,cellular,17,44,1,-1,0,unknown,no
36,management,single,tertiary,no,1339,yes,no,cellular,11,136,1,-1,0,unknown,no
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,27,10,-1,0,unknown,no
40,blue-collar,married,secondary,no,-450,yes,no,cellular,15,181,1,-1,0,unknown,no
46,admin.,married,secondary,no,70,yes,no,cellular,27,229,2,-1,0,unknown,yes
42,blue-collar,married,secondary,no,117,yes,no,unknown,9,147,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,489,yes,no,unknown,20,212,1,-1,0,unknown,no
45,technician,married,tertiary,no,-302,no,yes,unknown,1,80,1,-1,0,unknown,no
43,blue-collar,married,secondary,yes,-7,no,no,unknown,8,70,1,-1,0,unknown,no
34,technician,married,secondary,no,1234,yes,no,cellular,24,185,6,-1,0,unknown,no
23,services,single,secondary,no,1393,yes,yes,cellular,18,42,8,-1,0,unknown,no
43,unemployed,married,secondary,no,0,yes,no,unknown,6,37,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,307,yes,no,unknown,5,309,2,-1,0,unknown,no
34,management,divorced,tertiary,no,528,yes,no,cellular,17,233,2,-1,0,unknown,no
57,management,married,tertiary,no,12048,no,no,telephone,19,95,3,-1,0,unknown,no
45,management,married,tertiary,no,199,no,no,unknown,19,95,5,-1,0,unknown,no
45,technician,divorced,secondary,no,-14,no,no,cellular,14,292,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,0,no,no,cellular,16,1150,1,-1,0,unknown,no
45,technician,married,secondary,no,2403,no,no,cellular,13,147,2,84,1,failure,no
54,retired,single,primary,no,466,no,no,cellular,5,151,2,-1,0,unknown,no
36,technician,married,secondary,yes,947,yes,no,unknown,28,452,2,-1,0,unknown,no
59,management,divorced,tertiary,yes,-23,yes,no,telephone,7,287,2,-1,0,unknown,no
46,technician,married,secondary,no,2045,yes,no,cellular,21,281,2,-1,0,unknown,no
30,blue-collar,married,primary,no,184,yes,no,unknown,23,217,1,-1,0,unknown,no
35,management,single,tertiary,no,13,yes,no,cellular,18,17,8,178,5,other,no
32,technician,single,secondary,no,10,no,no,cellular,19,190,2,-1,0,unknown,no
56,unemployed,married,primary,no,0,yes,no,unknown,26,250,1,-1,0,unknown,no
32,technician,married,tertiary,no,3538,yes,no,unknown,28,95,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,550,yes,no,unknown,9,84,1,-1,0,unknown,no
35,blue-collar,married,primary,no,-12,yes,no,unknown,12,212,5,-1,0,unknown,no
54,technician,married,secondary,no,89,yes,no,cellular,10,140,3,-1,0,unknown,no
44,services,married,primary,no,2557,yes,no,cellular,14,250,1,181,8,success,yes
38,entrepreneur,married,secondary,no,2849,yes,no,unknown,28,166,3,-1,0,unknown,no
